domain,company_name,company_linkedin,website,employees,employee_range,year_founded,company_type,industry,hq_city,hq_region,hq_country,description,campaign,sourcing_reasoning
cynosurelutronic.com,"Cynosure, LLC.",-,http://www.cynosurelutronic.com,830,501-1000,1991,Privately Held,Medical Equipment Manufacturing,Westford,Massachusetts,United States,"Cynosure Lutronic is a global leader in energy-based dermatology and medical aesthetic technologies, shaping the future of skin health. With a mission to empower people to feel confident in their skin, we deliver intelligent, results-driven solutions across laser, RF, IPL, LED, and EMS platforms.  Backed by more than three decades of innovation, and over 100,000 installed systems worldwide, we combine advanced engineering, breakthrough clinical insights, and manufacturing excellence to raise the",Exit Ready,"Matched filter for PE-backed-scale medtech/diagnostics companies (830 employees, industry='Medical Equipment Manufacturing'), sized to the $100M-$1B hold-period band this segment targets. Segment additionally requires 3+ years held, 2+ un-consolidated add-ons, or an active sale-process/banker signal — none of these deal-stage facts are verified by this pull; they require PitchBook/deal-news confirmation per company before outreach."
atricure.com,"AtriCure, Inc.",-,http://www.atricure.com,1370,1001-5000,2000,Public Company,Medical Equipment Manufacturing,Mason,Ohio,United States,"AtriCure, Inc. provides innovative technologies for the treatment of Afib and related conditions. Afib affects more than 37 million people worldwide.   Electrophysiologists, cardiothoracic and thoracic surgeons around the globe use AtriCure technologies for the treatment of Afib, reduction of Afib related complications and post-operative pain management. AtriCure’s Isolator® Synergy™ Ablation System is the first medical device to receive FDA approval for the treatment of persistent Afib.   AtriC",Exit Ready,"Matched filter for PE-backed-scale medtech/diagnostics companies (1370 employees, industry='Medical Equipment Manufacturing'), sized to the $100M-$1B hold-period band this segment targets. Segment additionally requires 3+ years held, 2+ un-consolidated add-ons, or an active sale-process/banker signal — none of these deal-stage facts are verified by this pull; they require PitchBook/deal-news confirmation per company before outreach."
verathon.com,Verathon,-,http://www.verathon.com/?utm_campaign=LinkedIn,781,501-1000,1984,Public Company,Medical Equipment Manufacturing,Bothell,Washington,United States,"We believe a new perspective can change everything, and that the best health care begins with greater clarity.  For more than 40 years, Verathon has advanced patient care through innovative medical technologies that help clinicians and health care providers see clearly, act quickly, and improve outcomes. Today, we deliver innovative airway management, bronchoscopy, and urology solutions through our GlideScope®, BFlex™, and BladderScan® product portfolios.  From pioneering video laryngoscopes to ",Exit Ready,"Matched filter for PE-backed-scale medtech/diagnostics companies (781 employees, industry='Medical Equipment Manufacturing'), sized to the $100M-$1B hold-period band this segment targets. Segment additionally requires 3+ years held, 2+ un-consolidated add-ons, or an active sale-process/banker signal — none of these deal-stage facts are verified by this pull; they require PitchBook/deal-news confirmation per company before outreach."
inspiresleep.com,Inspire Medical Systems,-,http://www.inspiresleep.com,1337,1001-5000,2007,Public Company,Medical Equipment Manufacturing,St. Louis Park,Minnesota,United States,"Inspire Medical Systems, Inc. has developed the world’s first fully implanted neurostimulation device approved by the FDA for the treatment of Obstructive Sleep Apnea (OSA). The Inspire system uses well-established neurostimulation technologies and incorporates a proprietary algorithm that stimulates key airway muscles based on a patient’s unique breathing patterns. Inspire therapy is designed to reduce OSA severity and improve quality of life for patients living with this challenging condition.",Exit Ready,"Matched filter for PE-backed-scale medtech/diagnostics companies (1337 employees, industry='Medical Equipment Manufacturing'), sized to the $100M-$1B hold-period band this segment targets. Segment additionally requires 3+ years held, 2+ un-consolidated add-ons, or an active sale-process/banker signal — none of these deal-stage facts are verified by this pull; they require PitchBook/deal-news confirmation per company before outreach."
bvimedical.com,BVI Medical,-,http://www.bvimedical.com,1042,1001-5000,1932,Privately Held,Medical Equipment Manufacturing,Waltham,Massachusetts,United States,"At BVI, we are at the forefront of innovation in ophthalmic surgery, delivering cutting-edge solutions that enhance patient care and improve vision outcomes. With a global presence in over 90 countries, we tailor our eye care offerings to meet the unique needs of local markets, while contributing to the betterment of global eye health. Our commitment, promoting eye health through responsible practices.   We embrace change, constantly pushing boundaries and innovating to create meaningful impact ",Exit Ready,"Matched filter for PE-backed-scale medtech/diagnostics companies (1042 employees, industry='Medical Equipment Manufacturing'), sized to the $100M-$1B hold-period band this segment targets. Segment additionally requires 3+ years held, 2+ un-consolidated add-ons, or an active sale-process/banker signal — none of these deal-stage facts are verified by this pull; they require PitchBook/deal-news confirmation per company before outreach."
bioventus.com,Bioventus,-,http://www.Bioventus.com,1145,1001-5000,-,Public Company,Medical Equipment Manufacturing,Durham,North Carolina,United States,"Bioventus®Inc. (Nasdaq: BVS) develops Innovations for Active Healing and its mission is to make a difference by helping patients resume and enjoy active lives. The Company has products focused in three vertical markets:  pain treatment, restorative therapies and surgical solutions.  Established in 2012, Bioventus is headquartered in Durham, NC. The company has more than 1,200 employees worldwide and its international headquarters is in Hoofddorp, The Netherlands.   Bioventus also has offices in ",Exit Ready,"Matched filter for PE-backed-scale medtech/diagnostics companies (1145 employees, industry='Medical Equipment Manufacturing'), sized to the $100M-$1B hold-period band this segment targets. Segment additionally requires 3+ years held, 2+ un-consolidated add-ons, or an active sale-process/banker signal — none of these deal-stage facts are verified by this pull; they require PitchBook/deal-news confirmation per company before outreach."
heartflow.com,Heartflow,-,http://www.heartflow.com,841,501-1000,-,Public Company,Medical Equipment Manufacturing,San Francisco,California,United States,"Heartflow is the global leader in AI-driven coronary artery disease (CAD) management, transforming how CAD — the world’s leading cause of death — is diagnosed and treated. Our advanced technology generates personalized, precision 3D heart models from a single CT scan, providing clinicians with the clarity and confidence to deliver earlier, more effective treatments — transforming CAD into a disease that can be managed for life.   Heartflow One is the only complete, non-invasive, precision corona",Exit Ready,"Matched filter for PE-backed-scale medtech/diagnostics companies (841 employees, industry='Medical Equipment Manufacturing'), sized to the $100M-$1B hold-period band this segment targets. Segment additionally requires 3+ years held, 2+ un-consolidated add-ons, or an active sale-process/banker signal — none of these deal-stage facts are verified by this pull; they require PitchBook/deal-news confirmation per company before outreach."
hufriedygroup.com,HuFriedyGroup,-,http://www.hufriedygroup.com,781,1001-5000,-,Public Company,Medical Equipment Manufacturing,Chicago,Illinois,United States,"HuFriedyGroup is a global leader in dental instrument manufacturing, infection prevention and instrument reprocessing workflows. With over 200 years of collective experience in the dental industry, HuFriedyGroup helps dental professionals be the best in practice by providing a complete circle of protection in the dental suite, bringing together world class products, services, education, and communities that result in superior clinician performance, superior clinical outcomes, and safety for clin",Exit Ready,"Matched filter for PE-backed-scale medtech/diagnostics companies (781 employees, industry='Medical Equipment Manufacturing'), sized to the $100M-$1B hold-period band this segment targets. Segment additionally requires 3+ years held, 2+ un-consolidated add-ons, or an active sale-process/banker signal — none of these deal-stage facts are verified by this pull; they require PitchBook/deal-news confirmation per company before outreach."
clearcorrect.com,ClearCorrect,-,http://clearcorrect.com,486,201-500,2006,Privately Held,Medical Equipment Manufacturing,Round Rock,Texas,United States,"Looking for an alternative to braces?   ClearCorrect is the clear and simple choice. No wires. No brackets. Just clear, convenient comfort—every reason to smile.  With ClearCorrect, your dentist or orthodontist can straighten your teeth using a series of clear, custom, removable aligners. Each aligner moves your teeth just a little bit at a time until you eventually get straight teeth.  ClearCorrect works with more than 20,000 doctors making it a leading manufacturer of clear aligner ortho",Exit Ready,"Matched filter for PE-backed-scale medtech/diagnostics companies (486 employees, industry='Medical Equipment Manufacturing'), sized to the $100M-$1B hold-period band this segment targets. Segment additionally requires 3+ years held, 2+ un-consolidated add-ons, or an active sale-process/banker signal — none of these deal-stage facts are verified by this pull; they require PitchBook/deal-news confirmation per company before outreach."
linkedin.com,MicroVention-Terumo,-,http://www.linkedin.com/company/terumoneuro,1808,1001-5000,1997,Public Company,Medical Equipment Manufacturing,Aliso Viejo,California,United States,"MicroVention is now Terumo Neuro.  Please follow Terumo Neuro now at: http://www.linkedin.com/company/terumoneuro  A global leader in neurovascular innovation, MicroVention is now Terumo Neuro. This name change signifies a new chapter in the company’s evolution while maintaining its unwavering commitment to the creation and commercialization of groundbreaking innovations in neurovascular care.  Founded in 1997 as MicroVention and acquired by Terumo Corporation in 2006, Terumo Neuro offers more t",Exit Ready,"Matched filter for PE-backed-scale medtech/diagnostics companies (1808 employees, industry='Medical Equipment Manufacturing'), sized to the $100M-$1B hold-period band this segment targets. Segment additionally requires 3+ years held, 2+ un-consolidated add-ons, or an active sale-process/banker signal — none of these deal-stage facts are verified by this pull; they require PitchBook/deal-news confirmation per company before outreach."
bd.com,CR Bard,-,https://www.bd.com,2308,10001+,-,Public Company,Medical Equipment Manufacturing,New Providence,New Jersey,United States,"Bard has joined BD.  C. R. Bard, Inc. is a leading multinational developer, manufacturer, and marketer of innovative, life-enhancing medical technologies in the fields of Vascular, Urology, Oncology, and Surgical Specialties.  Bard markets its products and services worldwide to hospitals, individual health care professionals, extended care facilities, and alternate site facilities.  Bard pioneered the development of single-patient-use medical products for hospital procedures; today Bard is dedic",Exit Ready,"Matched filter for PE-backed-scale medtech/diagnostics companies (2308 employees, industry='Medical Equipment Manufacturing'), sized to the $100M-$1B hold-period band this segment targets. Segment additionally requires 3+ years held, 2+ un-consolidated add-ons, or an active sale-process/banker signal — none of these deal-stage facts are verified by this pull; they require PitchBook/deal-news confirmation per company before outreach."
karlstorz.com,KARL STORZ NorthAmerica,-,http://www.karlstorz.com,2304,1001-5000,-,Privately Held,Medical Equipment Manufacturing,El Segundo,California,United States,"KARL STORZ North America is a leader in endoscopic technology and imaging solutions across virtually all surgical specialties. It is a subsidiary of KARL STORZ SE & Co. KG, an international medical technology company that is family-owned and based in Tuttlingen, Germany. KARL STORZ stands for visionary design, precision craftsmanship, and clinical effectiveness and has a portfolio that includes more than 15,000 products for human and veterinary medicine.",Exit Ready,"Matched filter for PE-backed-scale medtech/diagnostics companies (2304 employees, industry='Medical Equipment Manufacturing'), sized to the $100M-$1B hold-period band this segment targets. Segment additionally requires 3+ years held, 2+ un-consolidated add-ons, or an active sale-process/banker signal — none of these deal-stage facts are verified by this pull; they require PitchBook/deal-news confirmation per company before outreach."
zimmerbiomet.com,Biomet,-,http://www.zimmerbiomet.com,2052,10001+,-,Privately Held,Medical Equipment Manufacturing,Warsaw,Indiana,United States,"Biomet, Inc. was acquired by Zimmer in June 2015. The new company is called Zimmer Biomet.  Please follow the new company on LinkedIn, Zimmer Biomet.",Exit Ready,"Matched filter for PE-backed-scale medtech/diagnostics companies (2052 employees, industry='Medical Equipment Manufacturing'), sized to the $100M-$1B hold-period band this segment targets. Segment additionally requires 3+ years held, 2+ un-consolidated add-ons, or an active sale-process/banker signal — none of these deal-stage facts are verified by this pull; they require PitchBook/deal-news confirmation per company before outreach."
envistaco.com,Envista Holdings Corporation,-,http://www.envistaco.com,2210,10001+,-,Public Company,Medical Equipment Manufacturing,Brea,California,United States,"Envista is a global family of more than 30 trusted dental brands, united by a shared purpose: to partner with professionals to improve lives. Envista helps its partners deliver the best possible patient care through industry-leading products, solutions, and technology. Our comprehensive portfolio covers a wide range of dentists' clinical needs for diagnosing, treating, and preventing dental conditions, as well as improving the aesthetics of the human smile.  Our differentiated combination of con",Exit Ready,"Matched filter for PE-backed-scale medtech/diagnostics companies (2210 employees, industry='Medical Equipment Manufacturing'), sized to the $100M-$1B hold-period band this segment targets. Segment additionally requires 3+ years held, 2+ un-consolidated add-ons, or an active sale-process/banker signal — none of these deal-stage facts are verified by this pull; they require PitchBook/deal-news confirmation per company before outreach."
confluentmedical.com,Confluent Medical Technologies,-,http://confluentmedical.com,1586,1001-5000,1991,Privately Held,Medical Equipment Manufacturing,Scottsdale,Arizona,United States,"Confluent Medical Technologies applies materials science to MedTech innovation. Confluent specializes in expert design, development, and large-scale manufacturing of interventional catheter-based devices and implants. Our key capabilities include Nitinol components and tubing, balloon and complex catheters, high-precision polymer tubing, and implantable textiles. We operate in 8 state-of-the-art facilities across the United States and Costa Rica and currently employ over 2,000 employees. Conflue",Exit Ready,"Matched filter for PE-backed-scale medtech/diagnostics companies (1586 employees, industry='Medical Equipment Manufacturing'), sized to the $100M-$1B hold-period band this segment targets. Segment additionally requires 3+ years held, 2+ un-consolidated add-ons, or an active sale-process/banker signal — none of these deal-stage facts are verified by this pull; they require PitchBook/deal-news confirmation per company before outreach."
sirtex.com,Sirtex Medical Limited,-,http://www.sirtex.com,388,201-500,-,Privately Held,Medical Equipment Manufacturing,Woburn,Massachusetts,United States,"Sirtex Medical is a global leader in healthcare, with offices in the U.S., Australia, Germany, and Singapore, dedicated to improving patient outcomes.  Our mission is to be at the forefront of minimally invasive cancer and embolization therapies. By partnering with physicians, we aim to provide innovative products that enhance patient outcomes and simplify treatments. Achieving this ambitious goal requires passionate and talented individuals who are committed to making a difference. Our flagship",Exit Ready,"Matched filter for PE-backed-scale medtech/diagnostics companies (388 employees, industry='Medical Equipment Manufacturing'), sized to the $100M-$1B hold-period band this segment targets. Segment additionally requires 3+ years held, 2+ un-consolidated add-ons, or an active sale-process/banker signal — none of these deal-stage facts are verified by this pull; they require PitchBook/deal-news confirmation per company before outreach."
staar.com,STAAR Surgical,-,http://www.staar.com,739,501-1000,1982,Public Company,Medical Equipment Manufacturing,Lake Forest,California,United States,"STAAR, which has been dedicated solely to ophthalmic surgery for over 40 years, designs, develops, manufactures and markets implantable lenses for the eye. These lenses are intended to provide visual freedom for patients, lessening or eliminating the reliance on glasses or contact lenses. All of these lenses are foldable, which permits the surgeon to insert them through a small incision. STAAR’s lens used in refractive surgery is called an Implantable Collamer® Lens or “ICL,” which includes the ",Exit Ready,"Matched filter for PE-backed-scale medtech/diagnostics companies (739 employees, industry='Medical Equipment Manufacturing'), sized to the $100M-$1B hold-period band this segment targets. Segment additionally requires 3+ years held, 2+ un-consolidated add-ons, or an active sale-process/banker signal — none of these deal-stage facts are verified by this pull; they require PitchBook/deal-news confirmation per company before outreach."
paragon28.com,Paragon 28,-,http://www.Paragon28.com,746,51-200,2010,Public Company,Medical Equipment Manufacturing,Englewood,Colorado,United States,"Paragon 28, a Zimmer Biomet Company, was established in 2010 as an orthopedic foot and ankle company. The name “Paragon 28” was chosen to show that we are exclusively a foot and ankle company, with the “28” representing the number of bones in the foot. We will remain true to that vision. Paragon 28 was started as a small, family-based company and we have kept those core ideals as we have grown.  Our mission is to strategically build a company around the core principles that drive innovation and ",Exit Ready,"Matched filter for PE-backed-scale medtech/diagnostics companies (746 employees, industry='Medical Equipment Manufacturing'), sized to the $100M-$1B hold-period band this segment targets. Segment additionally requires 3+ years held, 2+ un-consolidated add-ons, or an active sale-process/banker signal — none of these deal-stage facts are verified by this pull; they require PitchBook/deal-news confirmation per company before outreach."
kestramedical.com,"Kestra Medical Technologies, Inc.",-,http://www.kestramedical.com,502,51-200,2014,Privately Held,Medical Equipment Manufacturing,Kirkland,Washington,United States,"At Kestra, we stand for patients at-risk and the people who care for them. Together we work to protect, support, and empower them with wearable technologies, tools, and better answers as they navigate life’s most challenging medical events.  Cardiovascular disease is the number one cause of death globally. We’re taking a fresh approach to cardiac monitoring and delivery of definitive therapy with wearable products and applications. We aim to make the entire recovery process easier for patients b",Exit Ready,"Matched filter for PE-backed-scale medtech/diagnostics companies (502 employees, industry='Medical Equipment Manufacturing'), sized to the $100M-$1B hold-period band this segment targets. Segment additionally requires 3+ years held, 2+ un-consolidated add-ons, or an active sale-process/banker signal — none of these deal-stage facts are verified by this pull; they require PitchBook/deal-news confirmation per company before outreach."
lso-inc.com,Medical Device Manufacturing,-,https://lso-inc.com/,391,51-200,1997,Privately Held,Medical Equipment Manufacturing,Brea,California,United States,"MDM provides assembly, packaging and sterilization services, including sterilization validation. Client companies receive finished sterile product, with complete documentation, ready for release to their distribution network. MDM maintains complete traceability and device history records for every lot produced.",Exit Ready,"Matched filter for PE-backed-scale medtech/diagnostics companies (391 employees, industry='Medical Equipment Manufacturing'), sized to the $100M-$1B hold-period band this segment targets. Segment additionally requires 3+ years held, 2+ un-consolidated add-ons, or an active sale-process/banker signal — none of these deal-stage facts are verified by this pull; they require PitchBook/deal-news confirmation per company before outreach."
topconhealthcare.com,Topcon Healthcare,-,http://www.topconhealthcare.com,611,51-200,-,Privately Held,Medical Equipment Manufacturing,Oakland,New Jersey,United States,"Topcon Healthcare sees eye health differently. Our vision is to empower providers with smart and efficient technologies for enhanced patient care. Keeping pace with the ever- changing landscape of the healthcare industry, we offer the latest integrated solutions including advanced multimodal imaging, vendor-neutral data management, safe distancing and ground-breaking remote diagnostic technology.  A globally-oriented business, Topcon is focused on developing solutions towards solving societal ch",Exit Ready,"Matched filter for PE-backed-scale medtech/diagnostics companies (611 employees, industry='Medical Equipment Manufacturing'), sized to the $100M-$1B hold-period band this segment targets. Segment additionally requires 3+ years held, 2+ un-consolidated add-ons, or an active sale-process/banker signal — none of these deal-stage facts are verified by this pull; they require PitchBook/deal-news confirmation per company before outreach."
acumed.net,Acumed,-,http://www.acumed.net,1079,201-500,-,Privately Held,Medical Equipment Manufacturing,Hillsboro,Oregon,United States,"What started as a small family business in 1988 has since evolved into a global market leader, providing orthopaedic and medical solutions that improve patient care around the world.  Our story begins in Butler, NJ, where Mary and Randy Huebner founded Accurate Machine and Design, also known as Acumed. With only one machinist on staff, Acumed was contracted to engineer implant prototypes for some of the biggest names in the industry.  After relocating to Oregon in 1991, we launched our first lin",Exit Ready,"Matched filter for PE-backed-scale medtech/diagnostics companies (1079 employees, industry='Medical Equipment Manufacturing'), sized to the $100M-$1B hold-period band this segment targets. Segment additionally requires 3+ years held, 2+ un-consolidated add-ons, or an active sale-process/banker signal — none of these deal-stage facts are verified by this pull; they require PitchBook/deal-news confirmation per company before outreach."
inogen.com,Inogen,-,https://provider.inogen.com,832,501-1000,-,Public Company,Medical Equipment Manufacturing,Beverly,Massachusetts,United States,"Inogen is a leading global medical technology company offering innovative respiratory products for use in the homecare setting. Inogen supports patient respiratory care by developing, manufacturing, and marketing innovative best-in-class portable oxygen concentrators used to deliver supplemental long-term oxygen therapy to patients suffering from chronic respiratory conditions.",Exit Ready,"Matched filter for PE-backed-scale medtech/diagnostics companies (832 employees, industry='Medical Equipment Manufacturing'), sized to the $100M-$1B hold-period band this segment targets. Segment additionally requires 3+ years held, 2+ un-consolidated add-ons, or an active sale-process/banker signal — none of these deal-stage facts are verified by this pull; they require PitchBook/deal-news confirmation per company before outreach."
asensus.com,Asensus Surgical,-,https://asensus.com/,300,201-500,-,Privately Held,Medical Equipment Manufacturing,Morrisville,North Carolina,United States,"Asensus Surgical, part of the MedTech company KARL STORZ since August 2024, is revolutionizing surgery with the first intra-operative Augmented Intelligence technology approved for use in operating rooms around the world. Recognized as an award-winning leader in digital technology, Asensus is committed to making surgery more accessible and predictable while delivering consistently superior outcomes. The company’s novel approach to digitizing laparoscopy has led to system placements globally. Led",Exit Ready,"Matched filter for PE-backed-scale medtech/diagnostics companies (300 employees, industry='Medical Equipment Manufacturing'), sized to the $100M-$1B hold-period band this segment targets. Segment additionally requires 3+ years held, 2+ un-consolidated add-ons, or an active sale-process/banker signal — none of these deal-stage facts are verified by this pull; they require PitchBook/deal-news confirmation per company before outreach."
ormco.com,Ormco,-,http://ormco.com/,746,1001-5000,-,Public Company,Medical Equipment Manufacturing,Brea,California,United States,"Ormco, headquartered in Brea, Calif., is a global leader and innovator of orthodontic products and solutions to enhance the lives of our customers and their patients. For over 60 years, Ormco has partnered with the orthodontic community to help create over 20 million smiles in over 140 countries. Distinguished products range from twin brackets (Symetri™ Clear, Titanium Orthos™ and Mini Diamond™) to pioneering the self-ligating appliances with the Damon™ System (including Damon™ Q2 and Damon™ Cle",Exit Ready,"Matched filter for PE-backed-scale medtech/diagnostics companies (746 employees, industry='Medical Equipment Manufacturing'), sized to the $100M-$1B hold-period band this segment targets. Segment additionally requires 3+ years held, 2+ un-consolidated add-ons, or an active sale-process/banker signal — none of these deal-stage facts are verified by this pull; they require PitchBook/deal-news confirmation per company before outreach."
treace.com,"Treace Medical Concepts, Inc.",-,http://www.treace.com,467,201-500,2014,Public Company,Medical Equipment Manufacturing,Jacksonville,Florida,United States,"Treace Medical Concepts, Inc. is a medical technology company with the goal of advancing the standard of care for the surgical management of bunion deformities and related midfoot correction. Bunions are complex 3-dimensional deformities that originate from an unstable joint in the middle of the foot and affect approximately 67 million Americans1, of which Treace estimates 1.1 million are annual surgical candidates. Treace Medical has pioneered and patented the Lapiplasty® 3D Bunion Correction® ",Exit Ready,"Matched filter for PE-backed-scale medtech/diagnostics companies (467 employees, industry='Medical Equipment Manufacturing'), sized to the $100M-$1B hold-period band this segment targets. Segment additionally requires 3+ years held, 2+ un-consolidated add-ons, or an active sale-process/banker signal — none of these deal-stage facts are verified by this pull; they require PitchBook/deal-news confirmation per company before outreach."
terumocv.com,Terumo Cardiovascular,-,http://www.terumocv.com,985,1001-5000,1999,Public Company,Medical Equipment Manufacturing,Ann Arbor,Michigan,United States,"Terumo Cardiovascular manufactures and markets medical devices for cardiac and vascular surgery with an emphasis on cardiopulmonary bypass and intra-operative monitoring. The company is headquartered in Ann Arbor, Michigan, with manufacturing operations in the U.S., Europe and Asia. It is one of several subsidiaries of Terumo Corporation of Japan that is focused exclusively on cardiovascular surgery specialties.   Our parent company, Terumo Corporation, is a global leader in medical technology a",Exit Ready,"Matched filter for PE-backed-scale medtech/diagnostics companies (985 employees, industry='Medical Equipment Manufacturing'), sized to the $100M-$1B hold-period band this segment targets. Segment additionally requires 3+ years held, 2+ un-consolidated add-ons, or an active sale-process/banker signal — none of these deal-stage facts are verified by this pull; they require PitchBook/deal-news confirmation per company before outreach."
tactilemedical.com,Tactile Medical,-,https://www.tactilemedical.com/,1083,1001-5000,1995,Public Company,Medical Equipment Manufacturing,St. Louis Park,Minnesota,United States,"Tactile Medical is one of the fastest growing companies in medical devices. As a leader in treatment options for lymphedema and venous ulcer therapies, Tactile Medical develops advanced home therapy devices to improve health and quality of life for patients with chronic swelling . Headquartered in Minneapolis, Minnesota, we advocate for patient access and serve tens of thousands of patients through a direct national network of product specialists and trainers, reimbursement experts, patient advo",Exit Ready,"Matched filter for PE-backed-scale medtech/diagnostics companies (1083 employees, industry='Medical Equipment Manufacturing'), sized to the $100M-$1B hold-period band this segment targets. Segment additionally requires 3+ years held, 2+ un-consolidated add-ons, or an active sale-process/banker signal — none of these deal-stage facts are verified by this pull; they require PitchBook/deal-news confirmation per company before outreach."
vareximaging.com,Varex Imaging Corporation,-,https://www.vareximaging.com/,1341,1001-5000,2017,Public Company,Medical Equipment Manufacturing,Salt Lake City,Utah,United States,"Our Mission: Through the talent of our people and vision of customers, we help improve and save lives throughout the world by making the invisible visible.  Our Vision: To be the preferred global partner for innovative x-ray imaging solutions.  Varex Imaging Corporation is the world’s largest independent supplier of medical X-ray tubes and image processing solutions. From medical imaging to cargo screening and border security, our components are used by X-ray imaging system manufacturers everywh",Exit Ready,"Matched filter for PE-backed-scale medtech/diagnostics companies (1341 employees, industry='Medical Equipment Manufacturing'), sized to the $100M-$1B hold-period band this segment targets. Segment additionally requires 3+ years held, 2+ un-consolidated add-ons, or an active sale-process/banker signal — none of these deal-stage facts are verified by this pull; they require PitchBook/deal-news confirmation per company before outreach."
natus.com,Natus Medical Incorporated,-,http://www.natus.com,968,1001-5000,-,Privately Held,Medical Equipment Manufacturing,Middleton,Wisconsin,United States,"Natus Medical Incorporated (Natus) offers medical equipment, software, supplies and services for the diagnosis, monitoring, and treatment of impairments and disorders effecting the brain, neural pathways, and eight sensory nervous systems.  Our comprehensive product portfolio represents a heritage of innovation and leadership. Natus brands have been setting the standard for patient care for over eighty (80) years. Our products are trusted by medical professionals in university medical centers, h",Exit Ready,"Matched filter for PE-backed-scale medtech/diagnostics companies (968 employees, industry='Medical Equipment Manufacturing'), sized to the $100M-$1B hold-period band this segment targets. Segment additionally requires 3+ years held, 2+ un-consolidated add-ons, or an active sale-process/banker signal — none of these deal-stage facts are verified by this pull; they require PitchBook/deal-news confirmation per company before outreach."
outsetmedical.com,"Outset Medical, Inc.",-,http://www.outsetmedical.com,574,501-1000,-,Public Company,Medical Equipment Manufacturing,San Jose,California,United States,"Outset Medical is changing dialysis – one of the largest, most expensive, and stagnant areas of healthcare. Headquartered in San Jose, California, Outset operates across the United States and manufactures in North America. Our team is innovative, talented, and growing quickly.   We are focused on creating change, driving widespread adoption of new technology, and delivering on the promise of an improved experience for patients and lower cost of care for healthcare providers.  We are fueled by th",Exit Ready,"Matched filter for PE-backed-scale medtech/diagnostics companies (574 employees, industry='Medical Equipment Manufacturing'), sized to the $100M-$1B hold-period band this segment targets. Segment additionally requires 3+ years held, 2+ un-consolidated add-ons, or an active sale-process/banker signal — none of these deal-stage facts are verified by this pull; they require PitchBook/deal-news confirmation per company before outreach."
exac.com,Exactech,-,http://www.exac.com/,654,1,1985,Privately Held,Medical Equipment Manufacturing,Gainesville,Florida,United States,"This LinkedIn page is no longer active or regularly monitored. To get in touch with Exactech, please visit www.exac.com.",Exit Ready,"Matched filter for PE-backed-scale medtech/diagnostics companies (654 employees, industry='Medical Equipment Manufacturing'), sized to the $100M-$1B hold-period band this segment targets. Segment additionally requires 3+ years held, 2+ un-consolidated add-ons, or an active sale-process/banker signal — none of these deal-stage facts are verified by this pull; they require PitchBook/deal-news confirmation per company before outreach."
orthopediatrics.com,OrthoPediatrics,-,http://www.OrthoPediatrics.com,441,201-500,2006,Public Company,Medical Equipment Manufacturing,Warsaw,Indiana,United States,"OrthoPediatrics is Leading Innovation in Pediatric Orthopedics.  We are the first company whose total focus is helping children with orthopaedic conditions and injuries by providing the surgeons who care for them with anatomically appropriate implants.    Every day, we focus exclusively on advancing the field of pediatric orthopedics through the innovative development of state-of-the-art technologies, commitment to quality products, and industry-leading support and clinical education with our ex",Exit Ready,"Matched filter for PE-backed-scale medtech/diagnostics companies (441 employees, industry='Medical Equipment Manufacturing'), sized to the $100M-$1B hold-period band this segment targets. Segment additionally requires 3+ years held, 2+ un-consolidated add-ons, or an active sale-process/banker signal — none of these deal-stage facts are verified by this pull; they require PitchBook/deal-news confirmation per company before outreach."
mmimicro.com,"MMI - Medical Microinstruments, Inc.",-,http://www.mmimicro.com,338,51-200,-,Privately Held,Medical Equipment Manufacturing,Jacksonville,Florida,United States,"MMI (Medical Microinstruments, Inc.) is changing the impossible by opening new opportunities for surgeons to restore quality of life for patients with difficult-to-treat conditions. We are changing the lives of patients by enabling access to more treatment options through a first-of-its-kind technology that elevates the skills of highly specialized surgeons by helping them push beyond the boundaries of human limitations when treating small, delicate anatomy. The Symani® Surgical System represent",Exit Ready,"Matched filter for PE-backed-scale medtech/diagnostics companies (338 employees, industry='Medical Equipment Manufacturing'), sized to the $100M-$1B hold-period band this segment targets. Segment additionally requires 3+ years held, 2+ un-consolidated add-ons, or an active sale-process/banker signal — none of these deal-stage facts are verified by this pull; they require PitchBook/deal-news confirmation per company before outreach."
bkmedical.com,BK Medical,-,http://bkmedical.com,561,501-1000,-,Privately Held,Medical Equipment Manufacturing,Burlington,Massachusetts,United States,"Our mission at BK Medical, now a part of GE HealthCare, is to provide surgeons with the real-time information they need to make critical decisions, save time on procedures, and get results. With 40 years of imaging expertise, we offer intraoperative imaging solutions to support surgeons in defining their treatment plan based on real-time guidance.",Exit Ready,"Matched filter for PE-backed-scale medtech/diagnostics companies (561 employees, industry='Medical Equipment Manufacturing'), sized to the $100M-$1B hold-period band this segment targets. Segment additionally requires 3+ years held, 2+ un-consolidated add-ons, or an active sale-process/banker signal — none of these deal-stage facts are verified by this pull; they require PitchBook/deal-news confirmation per company before outreach."
